id_sppg,nama,prov,kab,kec,desa,alamat,lat,lon,presisi,kode_kab_bps,kode_kec_bps
S00097,SPPG Subang Cipeundeuy Cipeundeuy,JAWA BARAT,SUBANG,CIPEUNDEUY,CIPEUNDEUY,"Kp. Cipeundeuy RT/RW 13/04, CIPEUNDEUY, CIPEUNDEUY, KAB. SUBANG, JAWA BARAT",-6.72999,107.3594,kecamatan,3213,3213090
S00098,SPPG Bogor Jasinga Jasinga,JAWA BARAT,BOGOR,JASINGA,JASINGA,"Kampung Babakan No 50 Rt 03 Rw 04, Jasinga, Kec. Jasinga, Kab. Bogor, Jawa Barat",-6.46607,106.4537,kecamatan,3201,3201280
S00099,SPPG Wonogiri Baturetno Saradan,JAWA TENGAH,WONOGIRI,BATURETNO,SARADAN,"Dusun Gedawung Rt.004 Rw.009 Desa Saradan Kecamatan Baturetno Kabupaten Wonogiri, Jawa Tengah",-7.96219,110.93874,kecamatan,3312,3312090
S00100,SPPG Mojokerto Pungging Tunggalpager 2,JAWA TIMUR,MOJOKERTO,PUNGGING,TUNGGALPAGER,"Jl. Raya Brawijaya No. 229 Rt. 002 Rw. 001 Dusun Wongiri Desa Tunggalpager, Kecamatan Pungging, Kabupaten Mojokerto, Jawa Timur",-7.5416,112.56957,kecamatan,3516,3516060
S00101,SPPG Kulon Progo Nanggulan Donomulyo,DI YOGYAKARTA,KULON PROGO,NANGGULAN,DONOMULYO,"Lengkong, Donomulyo, Kec. Nanggulan, Kab. Kulon Progo, Daerah Istimewa Yogyakarta",-7.7797,110.20578,kecamatan,3401,3401100
S00102,SPPG Kota Bekasi Bantargebang Bantargebang 2,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,BANTARGEBANG,"Kampung Bantar Gebang Jl. Pangkalan 1B No. 14 03/05, Bantargebang, Kec. Bantargebang, Kota Bekasi, Jawa Barat",-6.33964,106.98899,kecamatan,3275,3275030
S00103,SPPG Pamekasan Waru Sumber Waru,JAWA TIMUR,PAMEKASAN,WARU,SUMBER WARU,"Dusun Gulu`An, Sumber Waru, Kec. Waru, Kab. Pamekasan, Jawa Timur",-7.35114,112.76884,kecamatan,3528,3528110
S00104,SPPG Bondowoso Bondowoso Kademangan 2,JAWA TIMUR,BONDOWOSO,BONDOWOSO,KADEMANGAN,"Kelurahan Kademangan, Kecamatan Bondowoso, Kabupaten Bondowoso, Jawa Timur",-7.91876,113.82064,kecamatan,3511,3511100
S00105,SPPG Serang Kramatwatu Kramatwatu 2,BANTEN,SERANG,KRAMATWATU,KRAMATWATU,"Desa Kramatwatu, Kecamatan Kramatwatu, Kabupaten Serang, Banten",-6.04516,106.12281,kecamatan,3604,3604220
S00106,SPPG Pemalang Pemalang Mulyoharjo,JAWA TENGAH,PEMALANG,PEMALANG,MULYOHARJO,"Mulyoharjo, Kecamatan Pemalang, Kabupaten Pemalang, Jawa Tengah",-6.92013,109.37058,kecamatan,3327,3327080
S00107,SPPG Pati Margorejo Muktiharjo 4,JAWA TENGAH,PATI,MARGOREJO,MUKTIHARJO,"Jl. Soewondo Kel. Muktiharjo, Kec. Margorejo, Kab. Pati, Jawa Tengah",-6.76667,111.1,kabkota,3318,3318120
S00108,SPPG Jaksel Kebayoran Lama Cipulir 4,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,"Jl. Ciledug Raya No.17 Rt 4 Rw 5, Kel. Cipulir, Kecamatan Kecamatan Kebayoran Lama, Kota Adm. Jakarta Selatan, Dki Jakarta",-6.24439,106.77654,kecamatan,3171,3171050
S00109,SPPG Kota Padang Padang Timur Kubu Dalam Parak Karakah 2,SUMATERA BARAT,KOTA PADANG,PADANG TIMUR,KUBU DALAM PARAK KARAKAH,"Jl. Kubu Dalam No.12, Rt. 003 Rw. 001, Kel. Kubu Dalam Parak Karakah, Kec. Padang Timur, Kota Madya Padang,Sumatra Barat",-0.9425,100.37786,kecamatan,1371,1371050
S00110,SPPG Malang Kepanjen Jatirejoyoso,JAWA TIMUR,MALANG,KEPANJEN,JATIREJOYOSO,"Jl. Masjid Dusun Mergosingo, Jatirejoyoso, Kepanjen, Kab. Malang, Jawa Timur",-8.12908,112.57276,kecamatan,3507,3507160
S00111,SPPG Cianjur Cijati Parakantugu 2,JAWA BARAT,CIANJUR,CIJATI,PARAKANTUGU,Kampung Tugu Rt 003 Rw 002,-7.27139,107.01851,kecamatan,3203,3203071
S00112,SPPG Kota Medan Medan Kota Teladan Timur 3,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,TELADAN TIMUR,"Jl. Pelajar No. 19/Jalan Aman 1 No.41 Teladan Timur, Kecamatan Medan Kota, Kota Medan, Sumatera Utara",3.5952,98.67222,kecamatan,1275,1275060
S00113,SPPG Boyolali Boyolali Siswodipuran 4,JAWA TENGAH,BOYOLALI,BOYOLALI,SISWODIPURAN,"Jl. Jambu No. 5 Rt 02 Rw 08, Siswodipuran, Kecamatan Boyolali, Kabupaten Boyolali, Jawa Tengah",-7.52053,110.59502,kecamatan,3309,3309050
S00114,SPPG Mabes Polri 3,BENGKULU,KOTA BENGKULU,KAMPUNG MELAYU,KANDANG MAS,"Batalyon B Pelopor Jl. Setia Negara 6 Rt 28 Rw 04 Kel. Kandang Mas Kec. Kampung Melayu Kota Bengkulu, Kandang Mas, Kampung Melayu, Kota Bengkulu, Bengkulu",-3.81667,102.31667,kabkota,1771,1771011
S00115,SPPG Bogor Cileungsi Cileungsi Kidul,JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI KIDUL,"Jl.Raya Cileungsi Jonggol Km 1, Cileungsi, Bogor, Cileungsi Kidul, Kec. Cileungsi, Kab. Bogor, Jawa Barat",-6.40227,106.97049,kecamatan,3201,3201180
S00116,SPPG Banyumas Kalibagor Kaliori,JAWA TENGAH,BANYUMAS,KALIBAGOR,KALIORI,"Desa Kaliori Rt 004 Rw 007 Kec.Kalibagor Kab. Banyumas, Kaliori, Kec. Kalibagor, Kab. Banyumas, Jawa Tengah",-7.48656,109.29505,kecamatan,3302,3302100
S00117,SPPG Jombang Jombang Jombatan 6,JAWA TIMUR,JOMBANG,JOMBANG,JOMBATAN,"Jl. Kh Dewantara No.54 Rt 002 Rw 001, Jombatan, Kec. Jombang, Kab. Jombang, Jawa Timur",-7.57409,112.28609,kecamatan,3517,3517130
S00118,SPPG Kota Kupang Maulafa Oepura,NUSA TENGGARA TIMUR,KOTA KUPANG,MAULAFA,OEPURA,"Jl. Fetor Foenay RT 09 RW 04, OEPURA, MAULAFA, KOTA KUPANG, NUSA TENGGARA TIMUR",-10.20326,123.62877,kecamatan,5371,5371020
S00119,SPPG Blora Todanan Cokrowati 2,JAWA TENGAH,BLORA,TODANAN,COKROWATI,"Dukuh Cokrowati Rt 002 Rw 002 Kel. Cokrowati, Kecamatan Todanan, Kabupaten Blora, Jawa Tengah",-6.93397,111.1773,kecamatan,3316,3316160
S00120,SPPG Jakut Tanjung Priok Warakas 4,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,"Jl. Warakas III Gang 5 No.21, Rt. 7 Rw. 3, Warakas, Kec. Tanjung Priok, Kota Adm. Jakarta Utara, Dki Jakarta",-6.13206,106.87148,kecamatan,3175,3175030
S00121,SPPG Kuningan Japara Rajadanu,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,"Jalan Raya Rajadanu-Sindangbarang, RT 003 RW 001, Desa Rajadanu, Kecamatan Japara, Kabupaten Kuningan, Jawa Barat",-7.0,108.55,kabkota,3208,3208161
S00122,SPPG Sampang Sokobanah Sokobanah Daya 3,JAWA TIMUR,SAMPANG,SOKOBANAH,SOKOBANAH DAYA,"Dusun Lembung, Desa Sokobanah Daya, Kecamatan Sokobanah, Kabupaten Sampang, Jawa Timur",-6.94107,113.41808,kecamatan,3527,3527120
S00123,SPPG Kutai Kartanegara Sanga Sanga Sanga-sanga Dalam 3,KALIMANTAN TIMUR,KUTAI KARTANEGARA,SANGA SANGA,SANGA-SANGA DALAM,"Sanga-Sanga Dalam, Kec. Sanga Sanga, Kab. Kutai Kartanegara, Kalimantan Timur",-0.68663,117.2441,kecamatan,6403,6403030
S00124,SPPG Banyumas Kemranjen Kecila 2,JAWA TENGAH,BANYUMAS,KEMRANJEN,KECILA,Jl. Nasional III No.1 Pasewan Rt.06 Rw 02 Kecila Kemranjen Banyumas Jawa Tengah,-7.58857,109.31884,kecamatan,3302,3302060
S00125,SPPG Lamongan Kedungpring Sukomalo,JAWA TIMUR,LAMONGAN,KEDUNGPRING,SUKOMALO,"Mojoroto, Desa Sukomalo, Kec. Kedungpreng, Kab. Lamongan, Jawa Timur",-7.18395,112.20263,kecamatan,3524,3524080
S00126,SPPG Cirebon Ciledug Ciledug Kulon 2,JAWA BARAT,CIREBON,CILEDUG,CILEDUG KULON,"Blok Pon Rt.002. Rw.002 Desa/Kelurahan Ciledug Kulon, Kecamatan Ciledug, Kabupaten Cirebon Jawa Barat",-6.23647,106.70577,kecamatan,3209,3209020
S00127,SPPG Bekasi Babelan Bahagia 1,JAWA BARAT,BEKASI,BABELAN,BAHAGIA,"Jl. Ujung Harapan No.30, Rt.008, Rw.005, Kel. Bahagia, Kec. Babelan, Kab. Bekasi, Jawa Barat 17350",-6.12366,107.03623,kecamatan,3216,3216090
S00128,SPPG Madiun Mejayan Krajan,JAWA TIMUR,MADIUN,MEJAYAN,KRAJAN,"Jl Panjaitan No. 72, Krajan, Mejayan, Kabupaten Madiun, Jawa Timur",-7.57082,111.67551,kecamatan,3519,3519100
S00129,SPPG Tangerang Sepatan Karet,BANTEN,TANGERANG,SEPATAN,KARET,"Jl. H. A Djuminta Kp. Teriti Rt. 001 Rw. 004 Desa Karet, Kec. Sepatan, Kab. Tangerang, Banten",-6.11799,106.57609,kecamatan,3603,3603180
S00130,SPPG Kota Binjai Binjai Kota Kartini 2,SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,KARTINI,"Jl. Sultan Hasanudin, Kartini, Kec. Binjai Kota, Kota Binjai, Sumatera Utara",3.61355,98.50253,kecamatan,1276,1276020
S00131,SPPG Kubu Raya Sungai Kakap Punggur Besar 2,KALIMANTAN BARAT,KUBU RAYA,SUNGAI KAKAP,PUNGGUR BESAR,"Jl. Pelita 3, Punggur Besar, Kec. Sungai Kakap, Kab. Kubu Raya, Kalimantan Barat",-0.12346,109.25936,kecamatan,6112,6112050
S00132,SPPG Kota Depok Pancoran Mas Mampang 1,JAWA BARAT,KOTA DEPOK,PANCORAN MAS,MAMPANG,"Jl. Damai 1, Kelurahan Mampang, Kecamatan Pancoran Mas, Kota Depok, Jawa Barat",-6.39716,106.80014,kecamatan,3276,3276020
S00133,SPPG Lombok Tengah Praya Aik Mual 2,NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA,AIK MUAL,"Batu Tambun, Desa Aik Mual, Kec. Praya, Kab. Lombok Tengah, Nusa Tenggara Barat",-8.72174,116.2886,kecamatan,5202,5202060
S00134,SPPG Kota Pekalongan Pekalongan Timur Kali Baros 1,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,KALI BAROS,"Jalan Dr. Sutomo No. 40, Kelurahan Kali Baros, Kecamatan Pekalongan Timur, Kota Pekalongan, Provinsi Jawa Tengah, 51128",-6.90047,109.69369,kecamatan,3375,3375020
S00135,SPPG Tegal Suradadi Gembongdadi,JAWA TENGAH,TEGAL,SURADADI,GEMBONGDADI,"Jl. Raya Balamoa Kedungjati Rt 07 Rw 4 Desa Gembongdadi, Kec. Suradadi, Kab. Tegal, Jawa Tengah",-6.91421,109.24747,kecamatan,3328,3328170
S00136,SPPG Bojonegoro Kanor Temu,JAWA TIMUR,BOJONEGORO,KANOR,TEMU,"Dusun Singkel Rt 004 Rw 006, Desa Temu, Kecamatan Kanor, Kab. Bojonegoro, Jawa Timur",-7.1,112.0,kecamatan,3522,3522110
S00137,SPPG Jeneponto Arungkeke Palajau,SULAWESI SELATAN,JENEPONTO,ARUNGKEKE,PALAJAU,"Bontoloe, Palajau, Kec. Arungkeke, Kab. Jeneponto, Sulawesi Selatan",-5.66816,119.8005,kecamatan,7304,7304041
S00138,SPPG Kota Ternate Kata Ternate Selatan Jati,MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,JATI,"RT 013 - RW 007. Kelurahan Jati, Kecamatan Ternate Selatan, Kota Ternate, Provinsi Maluku Utara, 97716",0.89618,127.31016,kabkota,8271,8271020
S00139,SPPG Lingga Lingga Daik 2,KEPULAUAN RIAU,LINGGA,LINGGA,DAIK,"Jl. Baru Rt 001 Rw 004 Kampung Bugis, Kel. Daik, Kec. Lingga, Kab. Lingga, Kepulauan Riau",-0.47261,104.42575,kecamatan,2104,2104030
S00140,SPPG Sikka Kangae Watuliwung 2,NUSA TENGGARA TIMUR,SIKKA,KANGAE,WATULIWUNG,"Wairhubing Rt 015 Rw 005 Desa Watuliwung, Kec. Kangae, Kab. Sikka, Nusa Tenggara Timur",-8.67447,122.25405,kecamatan,5310,5310052
S00141,SPPG Bima Palibelo Panda,NUSA TENGGARA BARAT,BIMA,PALIBELO,PANDA,"Jl. Lintas Palibelo, Panda, Kec. Palibelo, Kab. Bima, Nusa Tenggara Barat",-8.5352,118.73146,kecamatan,5206,5206041
S00142,SPPG Sukabumi Kalibunder Kalibunder,JAWA BARAT,SUKABUMI,KALIBUNDER,KALIBUNDER,Kp. Kalibunder RT 001 RW 001 Desa. Kalibunder Kec. Kalibunder Kab. Sukabumi,-7.2614,106.73526,kecamatan,3202,3202050
S00143,SPPG Pamekasan Larangan Montok 2,JAWA TIMUR,PAMEKASAN,LARANGAN,MONTOK,"Jl. Raya Pamekasan Sumenep No.96, Kaduara Barat, Montok, Kec. Larangan, Kab. Pamekasan, Jawa Timur",-7.06667,113.5,kabkota,3528,3528040
S00144,SPPG Kota Yogyakarta Ngampilan Notoprajan,DI YOGYAKARTA,KOTA YOGYAKARTA,NGAMPILAN,NOTOPRAJAN,Jl. Munir No 267,-7.80218,110.35762,kecamatan,3471,3471100
S00145,SPPG Kota Yogyakarta Kotagede Purbayan 2,DI YOGYAKARTA,KOTA YOGYAKARTA,KOTAGEDE,PURBAYAN,"jl. Purbayan No.37 RT 55 RW 13, Purbayan, Kotagede, Kota Yogyakarta",-7.81831,110.39794,kecamatan,3471,3471050
S00146,SPPG Kota Bekasi Pondokgede Jatiwaringin 4,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATIWARINGIN,"Jl. Setia 1 G RT 005 RW 004 No 71, Jatiwaringin, Kec. Pondokgede, Kota Bekasi, Jawa Barat 17411",-6.27002,106.92996,kecamatan,3275,3275010
S00147,SPPG Kota Palembang Ilir Timur Satu Lima-belas Ilir,SUMATERA SELATAN,KOTA PALEMBANG,ILIR TIMUR SATU,LIMA-BELAS ILIR,"Jl. Lakitan 15 Ilir, Kecamatan Ilir Timur 1, Kota Palembang, Sumatera Selatan",-2.97393,104.75501,kecamatan,1671,1671050
S00148,SPPG Tegal Jatinegara Cerih 2,JAWA TENGAH,TEGAL,JATINEGARA,CERIH,"Jl. Dukuh Birman Kelurahan Cerih Kecematan Jatinegara Kabupaten Tegal, Jawa Tengah",-7.03333,109.16667,kabkota,3328,3328070
S00149,SPPG Kota Depok Tapos Tapos 7,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,"Jl. Raya Tapos, Tapos, Kecamatan Tapos, Kota Depok, Jawa Barat",-6.40996,106.87684,kecamatan,3276,3276041
S00150,SPPG Nganjuk Rejoso Sukorejo 2,JAWA TIMUR,NGANJUK,REJOSO,SUKOREJO,"Jl. Halim Perdana Kusuma, Rt.004 Rw.001, Sukorejo, Kec. Rejoso, Kab. Nganjuk, Jawa Timur",-7.49397,111.88071,kecamatan,3518,3518170
S00151,SPPG Padang Pariaman Batang Gasan Malai V Suku,SUMATERA BARAT,PADANG PARIAMAN,BATANG GASAN,MALAI V SUKU,"Sungai Sarik, Malai V Suku, Kec. Batang Gasan, Kab. Padang Pariaman, Sumatera Barat",-0.43407,100.02478,kecamatan,1306,1306081
S00152,SPPG Kota Parepare Bacukiki Barat Bumi Harapan,SULAWESI SELATAN,KOTA PAREPARE,BACUKIKI BARAT,BUMI HARAPAN,"Jl. Hikmah Kel Bumi Harapan, Kec. Bacukiki Barat, Kota Pare pare, Prov Sulawesi Selatan, BUMI HARAPAN, BACUKIKI BARAT, KOTA PARE PARE, SULAWESI SELATAN",-4.04419,119.63253,kecamatan,7372,7372011
S00153,SPPG Pemalang Warungpring Cibuyur 2,JAWA TENGAH,PEMALANG,WARUNGPRING,CIBUYUR,"Desa Cibuyur, Kecamatan Warungpring, Kabupaten Pemalang, Jawa Tengah",-7.07681,109.27126,kecamatan,3327,3327011
S00154,SPPG Bondowoso Curahdami Poncogati,JAWA TIMUR,BONDOWOSO,CURAHDAMI,PONCOGATI,"Jl. Diponegoro Rt 09 Rw 02 , Poncogati, Kec. Curahdami, Kab. Bondowoso, Jawa Timur",-7.9248,113.77518,kecamatan,3511,3511110
S00155,SPPG Kebumen Poncowarno Poncowarno,JAWA TENGAH,KEBUMEN,PONCOWARNO,PONCOWARNO,"Jalan Raya Pencil km 5 Dukuh Mudal RT 02 RW 02,Desa Poncowarno, Kecamatan Poncowarno, Kebumen, Jawa Tengah",-7.65594,109.75321,kecamatan,3305,3305111
S00156,SPPG Sukoharjo Sukoharjo Begajah,JAWA TENGAH,SUKOHARJO,SUKOHARJO,BEGAJAH,"Jalakan Rt 02 Rw 03 Begajah, Kecamatan Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah",-7.68303,110.81473,kecamatan,3311,3311040
S00157,SPPG Lombok Utara Tanjung Sama Guna,NUSA TENGGARA BARAT,LOMBOK UTARA,TANJUNG,SAMA GUNA,"Jalan Pekatan, Dusun Langgem Sari, Desa Sama Guna, Kecamatan Tanjung, Kabupaten Lombok Utara, Nusa Tenggara Barat",-8.35214,116.40152,kabkota,5208,5208020
S00158,SPPG Bogor Cigombong Cisalada,JAWA BARAT,BOGOR,CIGOMBONG,CISALADA,"Kampung Cisalada Rt 02 / Rw 10, Desa. Cisalada, Kec. Cigombong, Kabupaten Bogor, Jawa Barat",-6.7312,106.79735,kecamatan,3201,3201081
S00159,SPPG Jayawijaya Hubikiak Hetuma,PAPUA PEGUNUNGAN,JAYAWIJAYA,HUBIKIAK,HETUMA,"Jl. Hom Hom Pikhe, Kampung Hetuma, Kec. Distrik Hubikiak, Kab. Jayawijaya, Papua Pegunungan",-4.05832,138.90517,kecamatan,9402,9402124
S00160,SPPG Lampung Selatan Jati Agung Jati Mulyo 2,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,JATI MULYO,"Jati Mulyo, Kec. Jati Agung, Kab, Lampung Selatan, Prov-Lampung",-5.30408,105.33654,kecamatan,1803,1803070
S00161,SPPG Boyolali Cepogo Jelok,JAWA TENGAH,BOYOLALI,CEPOGO,JELOK,"Jl. Boyolali Magelang, Dusun 3, Jelok, Cepogo, Kabupaten Boyolali, Jawa Tengah",-7.51066,110.53346,kecamatan,3309,3309030
S00162,SPPG Kota Bandung Cidadap Hegarmanah 3,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,"Jl. Ciumbuleuit No.83, Hegarmanah, Kecamatan Cidadap, Kota Bandung, Jawa Barat",-6.864,107.60674,kecamatan,3273,3273260
S00163,SPPG Simalungun Gunung Maligas Karang Sari 2,SUMATERA UTARA,SIMALUNGUN,GUNUNG MALIGAS,KARANG SARI,"Jl. Siantar Serbelawan, Desa Karang Sari, Kec. Gunung Maligas, Kab. Simalungun",3.04841,99.15669,kecamatan,1209,1209162
S00164,SPPG Sukabumi Cidahu Pasirdoton,JAWA BARAT,SUKABUMI,CIDAHU,PASIRDOTON,"Kampung Pasirdoton Rt 02 Rw 01 Desa Pasirdoton, Kecamatan Cidahu, Kabupaten Sukabumi, Jawa Barat",-6.76975,106.72936,kecamatan,3202,3202240
S00165,SPPG Halmahera Utara Galela Selatan Togawabesi,MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,TOGAWABESI,"Desa Togawa Besi, Kecamatan Galela Selatan, Kabupaten Halmahera Utara, Maluku Utara",1.78076,127.79815,kecamatan,8205,8205051
S00166,SPPG Tulang Bawang Barat Lambu Kibang Gunung Sari,LAMPUNG,TULANG BAWANG BARAT,LAMBU KIBANG,GUNUNG SARI,"Gunung Sari, Kecamatan Lambu Kibang, Kabupaten Tulang Bawang Barat, Lampung",-4.34479,105.14929,kecamatan,1812,1812050
S00167,SPPG Kukar Tenggarong Seberang Kerta Buana,KALIMANTAN TIMUR,KUTAI KARTANEGARA,TENGGARONG SEBERANG,KERTA BUANA,"Jalan Poros L4 No 31 B RT 26 Kel Kerta Bhuana , Kec Tenggarong Sebrang , Kabupaten Kutai Kartanegara , Kalimantan Timur , 75572",-0.28342,117.10294,kecamatan,6403,6403110
S00168,SPPG Pamekasan Tlanakan Ambat 2,JAWA TIMUR,PAMEKASAN,TLANAKAN,AMBAT,"Jl. Taman Sari No. 09, Ambat, Kec. Tlanakan, Kab. Pamekasan, Jawa Timur",-7.19956,113.44189,kecamatan,3528,3528010
S00169,SPPG Banyumas Kemranjen Nusamangir,JAWA TENGAH,BANYUMAS,KEMRANJEN,NUSAMANGIR,"Jl. Stasiun, Nusamangir RT 02 RW 01, Kemranjen, Banyumas , Jawa tengah",-7.58857,109.31884,kecamatan,3302,3302060
S00170,SPPG Aceh Tamiang Manyak Payed Tanjung Neraca,ACEH,ACEH TAMIANG,MANYAK PAYED,TANJUNG NERACA,"Desa Tanjong Neraca, Kec. Manyak Payed, Kab. Aceh Tamiang, Aceh",4.42573,98.05743,kecamatan,1114,1114080
S00171,SPPG Tanjung Jabung Timur Muara Sabak Barat Nibung Putih,JAMBI,TANJUNG JABUNG TIMUR,MUARA SABAK BARAT,NIBUNG PUTIH,"Jalan Jenderal Sudirman, RT 03, Kelurahan Nibung Putih, Kecamatan Muara Sabak Barat, Kabupaten Tanjung Jabung Timur, Provinsi Jambi",-1.27479,103.70729,kecamatan,1506,1506031
S00172,SPPG Kota Bandung Sumur Bandung Kebon Pisang,JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,KEBON PISANG,"Jl. Naripan No.28B, Kelurahan Kebon Pisang, Kecamatan Sumur Bandung, Kota Bandung, Jawa Barat",-6.91524,107.61265,kecamatan,3273,3273170
S00173,SPPG Bandung Majalaya Biru 4,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,"Jl. Cangkuang Rt 03 Rw 05 Desa Biru, Kec. Majalaya, Kab. Bandung, Jawa Barat",-7.0518,107.74586,kecamatan,3204,3204120
S00174,SPPG Bengkulu Utara Ketahun Giri Kencana 1,BENGKULU,BENGKULU UTARA,KETAHUN,GIRI KENCANA,"Desa Giri Kencana Kec. Ketahun Bengkulu Utara, Kab. Bengkulu Utara, Bengkulu",-3.30743,101.84356,kecamatan,1703,1703090
S00175,SPPG Kota Surabaya Bubutan Tembok Dukuh,JAWA TIMUR,KOTA SURABAYA,BUBUTAN,TEMBOK DUKUH,"Jl. Demak Madya No. 11 A, Tembok Dukuh, Kec. Bubutan, Kota Surabaya, Jawa Timur",-7.24996,112.73011,kecamatan,3578,3578250
S00176,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 10,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,"Jl. Inpres/Kampung Rawa Roko, Rt. 04/Rw. 04, Kelurahan Bojong Rawalumbu, Kecamatan Rawalumbu, Kota Bekasi, Jawa Barat",-6.2779,107.0008,kecamatan,3275,3275041
S00177,SPPG Pasuruan Pohjentrek Parasrejo,JAWA TIMUR,PASURUAN,POHJENTREK,PARASREJO,"Dusun Panulupan Musholla, Rt.001/Rw.003, Parasrejo, Kec. Pohjentrek, Kab. Pasuruan, Jawa Timur",-7.67861,112.87609,kecamatan,3514,3514180
S00178,SPPG Lebak Cikulur Cikulur 3,BANTEN,LEBAK,CIKULUR,CIKULUR,"Kampung Baluk, Cikulur, Kec. Cikulur, Kab. Lebak, Banten",-6.3929,106.14633,kecamatan,3602,3602150
S00179,SPPG Sragen Kalijambe Saren,JAWA TENGAH,SRAGEN,KALIJAMBE,SAREN,"Dukuh Saren, Desa Saren, Kecamatan Kalijambe, Kabupaten Sragen, Jawa Tengah",-7.4354,110.81953,kecamatan,3314,3314010
S00180,SPPG Purworejo Kaligesing Kaligono,JAWA TENGAH,PURWOREJO,KALIGESING,KALIGONO,"Jl. Wonorejo, Kaligono, Kec. Kaligesing, Kab. Purworejo, Jawa Tengah",-7.73689,110.10452,kecamatan,3306,3306050
S00181,SPPG Subang Pagaden Sukamulya 3,JAWA BARAT,SUBANG,PAGADEN,SUKAMULYA,"Kampung Rancabogo RT 016 RW 004, Desa Sukamulya, Kecamatan Pagaden, Kabupaten Subang, Jawa Barat",-6.49527,107.80508,kecamatan,3213,3213140
S00182,SPPG Lanny Jaya Makki Kemiri,PAPUA PEGUNUNGAN,LANNY JAYA,MAKKI,KEMIRI,"Yugumia, Kecamatan Makki, Kabupaten Lanny Jaya, Papua Pegunungan",-3.97367,138.61884,kecamatan,9430,9430010
S00183,SPPG Mimika Wania Kamoro Jaya 1,PAPUA TENGAH,MIMIKA,WANIA,KAMORO JAYA,"Jl Irigasi, Gang Kelapa Gading",-4.54357,136.56555,kabkota,9412,9412033
S00184,SPPG Malaka Weliman Taaba,NUSA TENGGARA TIMUR,MALAKA,WELIMAN,TAABA,"Jl. Ahmad Yani, Taaba, Rt/Rw 007/004, Desa Taaba, Kecamatan Weliman, Kabupaten Malaka, Nusa Tenggara Timur",-9.6223,124.85138,kecamatan,5321,5321030
S00185,SPPG Konawe Unaaha Arombu,SULAWESI TENGGARA,KONAWE,UNAAHA,AROMBU,"Jl. Anoa No. 333, Kel. Arombu , Kec. Unaaha,, Arombu, Unaaha, Kab. Konawe, Sulawesi Tenggara",-3.86308,122.05192,kecamatan,7403,7403170
S00186,SPPG Lamongan Modo Kedungrejo,JAWA TIMUR,LAMONGAN,MODO,KEDUNGREJO,"Dusun Karangpilang Rt 004 Rw 001, Desa Kedungrejo, Kecamatan Modo, Kabupaten Lamongan, Jawa Timur",-7.22795,112.1311,kecamatan,3524,3524090
S00187,SPPG Brebes Songgom Songgom,JAWA TENGAH,BREBES,SONGGOM,SONGGOM,"Jl. Pejagan - Bumiayu, Lapangan Tembak Kodim, Songgom, Kec. Songgom, Kab. Brebes",-7.04111,108.9845,kecamatan,3329,3329150
S00188,SPPG Kota Tasikmalaya Cipedes Nagarasari 6,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,NAGARASARI,"Kampung Cikalang Girang No.115 Kel. Nagarasari, Kec. Cipedes, Kota Tasikmalaya, Jawa Barat",-6.88637,107.59342,kecamatan,3278,3278080
S00189,SPPG Ogan Komering Ulu Selatan Simpang Sinar Mulyo,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,SIMPANG,SINAR MULYO,"Desa Sinar Mulyo, Kecamatan Simpang, Kabupaten Ogan Komering Ulu Selatan, Provinsi Sumatera Selatan",-4.65728,104.00659,kabkota,1608,1608040
S00190,SPPG Aceh Besar Indrapuri Sinyeu,ACEH,ACEH BESAR,INDRAPURI,SINYEU,Jl. Banda Aceh Medan Desa Sinyeu Kec. Indrapuri Kab. Aceh Besar Provinsi Aceh,5.42189,95.44633,kecamatan,1108,1108030
S00191,SPPG Indramayu Terisi Cikawung,JAWA BARAT,INDRAMAYU,TERISI,CIKAWUNG,"Jl. Raya Cikawung-Cikamurang Rt/Rw 018/005 Desa Cikawung Kec. Terisi Kab. Indramayu, Jawa Barat",-6.60478,108.0243,kecamatan,3212,3212041
